,Age,MonthlyIncome,TotalWorkingYears,YearsAtCompany,DistanceFromHome,PercentSalaryHike,NumCompaniesWorked,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition
1103,26,83800,8,7,16,14,2,7,3,4,0
1104,45,29940,12,4,8,18,4,3,2,3,0
1105,33,12230,10,10,1,13,1,9,2,3,0
1106,28,11180,7,7,8,11,1,7,3,4,0
1107,29,28750,1,1,2,11,1,0,3,1,1
1108,39,188240,10,3,8,19,6,2,1,3,0
1109,27,135770,6,5,3,12,1,2,2,2,0
1110,34,26250,16,15,9,12,1,11,3,4,0
1111,28,187890,6,2,25,16,3,2,4,3,1
1112,47,45380,16,8,1,11,8,7,3,2,0
1113,56,198470,6,0,4,14,4,0,4,1,0
1114,39,105120,10,10,1,12,1,9,1,1,0
1115,38,44440,20,20,4,13,1,7,4,2,0
1116,58,21540,29,1,5,21,4,0,4,4,0
1117,32,191900,8,4,9,17,3,3,1,3,1
1118,38,44900,10,5,3,21,2,3,2,4,0
1119,49,35060,28,5,11,11,3,3,2,4,0
1120,42,23720,14,0,1,12,3,0,2,4,0
1121,27,102310,1,1,8,13,1,0,1,2,1
1122,35,54100,6,5,25,18,0,4,2,1,0
1123,28,79780,5,5,21,16,1,4,3,3,0
1124,31,38670,4,4,23,11,1,3,3,1,0
1125,36,28380,5,5,1,19,1,2,1,2,0
1126,34,46950,14,14,2,16,1,1,1,4,0
1127,34,33390,9,8,19,16,1,1,4,3,0
1128,26,20800,8,7,2,13,0,6,3,1,0
1129,29,20960,6,5,2,22,0,2,1,1,0
1130,32,62090,9,5,3,17,5,2,3,4,0
1131,31,180610,10,10,25,14,1,7,4,1,0
1132,28,171230,6,4,7,15,5,3,3,4,1
1133,38,23720,20,1,9,12,4,0,1,1,0
1134,35,48830,10,10,5,18,1,9,3,4,0
1135,27,39040,7,7,2,15,1,7,4,4,0
1136,32,46270,8,1,8,17,8,0,4,4,0
1137,31,70940,10,10,2,14,1,8,1,4,1
1138,53,34230,15,2,18,15,6,2,1,1,1
1139,54,66740,9,4,14,17,3,3,1,3,0
1140,33,168800,9,9,2,14,1,8,4,3,0
1141,43,90940,10,10,3,12,1,9,1,3,0
1142,38,84460,7,6,2,14,0,2,4,2,0
1143,55,119160,35,10,9,15,4,4,3,2,0
1144,31,45340,1,1,6,13,1,0,4,4,0
1145,39,98520,21,20,4,12,0,10,2,1,0
1146,42,61510,20,20,10,13,1,7,4,3,0
1147,31,23020,13,11,14,14,4,8,3,3,0
1148,54,23620,9,5,1,13,6,4,3,1,0
1149,24,178610,4,4,5,11,1,2,2,3,0
1150,23,191870,5,5,7,11,1,4,4,4,0
1151,40,197170,10,10,21,21,1,4,4,3,0
1152,40,35440,15,11,8,18,3,10,2,2,0
1153,25,85000,6,2,20,12,4,2,3,2,0
1154,30,46610,12,12,20,11,1,7,4,2,0
1155,25,41030,7,2,7,15,6,2,4,3,0
1156,47,42490,25,17,1,13,2,11,1,3,0
1157,33,140260,1,1,1,12,1,0,2,3,0
1158,38,68930,16,15,19,17,0,8,4,2,0
1159,31,61250,3,2,10,13,0,2,1,3,0
1160,38,36690,10,8,1,19,2,7,1,3,0
1161,42,100080,9,4,6,19,6,2,4,1,0
1162,41,23870,12,5,2,17,3,0,4,4,0
1163,47,46390,14,13,21,11,0,12,3,2,0
1164,35,78980,5,2,4,15,7,2,4,3,0
1165,22,25340,4,3,12,11,0,2,4,3,0
1166,35,131420,10,10,9,25,1,8,2,3,0
1167,33,16110,10,9,3,14,0,1,2,4,0
1168,32,53630,6,6,3,13,1,1,3,2,0
1169,40,50710,8,1,1,17,8,0,1,4,0
1170,32,136950,3,2,1,13,0,2,2,2,0
1171,39,134020,18,7,4,14,7,7,1,4,0
1172,38,20290,20,18,20,11,3,11,2,3,0
1173,32,63770,14,14,18,12,1,7,3,4,0
1174,37,54290,16,16,1,17,1,8,3,4,0
1175,25,27850,6,5,2,21,0,4,1,3,0
1176,52,46140,16,9,2,16,2,0,1,4,0
1177,44,26100,6,4,8,15,6,2,2,4,0
1178,21,66870,2,2,10,19,1,2,3,1,0
1179,39,47240,21,6,3,12,2,3,4,4,0
1180,23,61790,1,1,2,11,1,0,4,1,1
1181,36,61200,10,9,24,19,0,4,1,4,0
1182,36,105960,18,4,16,15,7,2,4,2,0
1183,56,54670,13,13,8,20,1,9,3,3,0
1184,29,29960,4,2,9,25,9,2,1,4,1
1185,42,99980,24,22,17,24,5,14,1,3,0
1186,56,40780,14,10,10,24,8,8,4,3,1
1187,41,109200,21,20,13,15,0,10,1,2,0
1188,34,62320,8,8,1,13,1,7,4,3,0
1189,36,132470,15,15,1,14,1,11,4,4,0
1190,41,40810,14,5,1,13,2,4,3,2,0
1191,32,57690,4,4,9,11,1,2,4,1,0
1192,35,23940,9,9,16,16,1,7,3,4,0
1193,38,39040,10,10,23,22,1,9,1,4,0
1194,50,167990,12,6,4,14,7,1,2,3,1
1195,36,29500,8,6,22,14,4,0,2,4,0
1196,45,36290,8,5,24,16,8,1,4,3,0
1197,40,93620,8,2,10,11,2,2,3,3,0
1198,35,32290,10,10,7,25,1,2,3,3,0
1199,40,35780,20,5,17,14,2,2,3,3,0
1200,35,79880,4,4,14,18,1,1,3,4,0
1201,29,42840,10,4,1,11,4,3,4,2,0
1202,29,75530,5,5,5,19,1,4,4,1,0
1203,50,173280,20,3,17,15,4,0,4,1,1
1204,39,197010,21,20,25,11,0,6,2,4,0
1205,31,147320,10,9,8,12,0,7,2,1,0
1206,26,92780,5,4,11,20,0,0,4,3,0
1207,36,13590,17,5,5,12,4,3,3,4,0
1208,39,47790,9,7,2,14,4,7,4,1,0
1209,27,164220,6,6,8,20,1,3,2,2,0
1210,49,29960,17,9,6,18,2,8,4,2,0
1211,34,12610,6,4,4,14,2,2,2,3,0
1212,41,20990,8,6,7,12,8,5,2,4,1
1213,49,58100,10,10,1,21,1,7,3,2,0
1214,37,56470,7,0,2,19,6,0,4,3,1
1215,33,34200,8,8,10,14,1,0,4,3,0
1216,27,44000,6,2,5,17,9,2,1,2,0
1217,32,35000,8,7,9,16,0,6,4,4,0
1218,59,20660,12,1,2,12,4,0,3,1,0
1219,30,171690,1,1,11,17,1,0,4,3,0
1220,38,41620,10,9,18,15,0,8,4,3,0
1221,36,92040,17,7,7,23,6,7,3,3,0
1222,35,32940,6,5,3,11,0,3,1,2,0
1223,29,21270,10,9,29,11,0,8,4,3,0
1224,31,39750,5,5,2,15,1,3,3,3,0
1225,34,107930,3,2,28,11,0,2,2,4,0
1226,28,100960,6,4,1,13,5,3,3,3,1
1227,29,36460,10,10,16,14,1,8,2,1,0
1228,32,74460,7,6,22,19,0,5,1,2,0
1229,22,108510,1,1,8,16,1,0,4,4,0
1230,53,21090,31,25,11,13,2,7,1,4,0
1231,38,37220,6,3,29,14,5,2,4,4,0
1232,24,93800,5,4,1,16,0,3,1,3,0
1233,36,54860,10,5,1,12,7,3,3,1,1
1234,34,27420,13,12,24,11,0,11,1,2,0
1235,21,137570,0,0,2,12,1,0,3,4,0
1236,34,84630,8,4,15,13,2,3,2,1,1
1237,53,31620,26,14,2,15,4,8,3,3,0
1238,32,165980,10,10,10,13,1,7,2,1,1
1239,42,66510,10,9,10,20,0,2,3,2,0
1240,44,23450,24,22,3,15,3,17,1,4,0
1241,46,34200,22,2,2,13,3,1,2,1,0
1242,33,43730,7,1,3,14,4,0,3,4,0
1243,44,47590,9,4,26,21,2,3,4,4,0
1244,30,53010,10,10,1,16,1,8,4,3,0
1245,39,36730,19,1,1,14,3,0,4,4,1
1246,24,47680,6,2,2,11,2,0,2,4,1
1247,43,12740,6,5,9,19,1,4,4,3,0
1248,50,49000,3,3,12,11,1,2,1,3,1
1249,35,104660,2,2,2,13,1,2,4,4,0
1250,36,170070,6,1,25,12,9,0,2,1,0
1251,33,29090,10,5,9,11,2,3,3,1,0
1252,35,57650,1,1,10,14,1,0,3,4,0
1253,27,45990,1,1,8,15,1,0,4,1,0
1254,26,24040,1,1,4,12,1,1,1,3,1
1255,27,31720,9,9,24,20,1,7,4,3,0
1256,30,20330,12,12,1,14,1,7,3,4,0
1257,41,102090,23,22,20,13,1,8,2,3,1
1258,34,86200,10,9,7,13,0,7,2,3,0
1259,37,20640,8,1,17,16,4,0,2,2,0
1260,46,40350,14,9,20,14,4,8,1,4,0
1261,35,38380,1,1,8,16,1,1,4,4,0
1262,48,45910,23,1,2,16,9,0,1,3,1
1263,28,25610,2,2,10,22,1,2,3,3,1
1264,44,15630,9,4,1,12,5,3,2,1,0
1265,35,48980,10,4,5,15,2,3,3,1,0
1266,26,47890,5,2,4,20,7,0,3,4,0
1267,33,31800,15,15,29,14,1,12,1,4,0
1268,35,65490,9,9,15,20,1,8,2,1,0
1269,35,63880,4,2,3,13,3,2,3,1,0
1270,31,112440,10,7,10,12,3,7,4,4,0
1271,37,160320,7,7,4,13,1,7,1,3,0
1272,32,23620,9,9,21,11,1,8,1,4,0
1273,38,163280,10,10,25,17,1,9,4,4,0
1274,50,83760,29,27,2,14,5,8,2,3,0
1275,59,166060,28,21,1,11,7,9,1,1,0
1276,36,86060,17,17,1,14,1,8,3,3,0
1277,55,22720,21,5,7,17,2,2,4,3,0
1278,36,20180,6,6,3,13,1,3,2,2,0
1279,45,70830,25,1,1,12,2,0,2,1,0
1280,35,40840,5,3,9,13,4,2,2,1,0
1281,36,144110,2,1,7,18,0,0,4,3,1
1282,59,23080,20,4,10,19,7,3,1,3,0
1283,29,48410,6,5,28,11,0,4,3,2,0
1284,31,42850,1,1,3,21,1,0,3,2,0
1285,32,97150,10,10,3,15,1,9,2,2,0
1286,36,43200,5,1,2,17,3,0,2,4,0
1287,31,21320,11,11,27,18,1,8,3,4,0
1288,35,101240,16,15,2,14,0,8,3,1,0
1289,45,54730,17,0,14,13,4,0,4,1,0
1290,37,52070,16,5,1,17,4,2,1,3,0
1291,46,164370,16,4,9,15,8,2,2,2,0
1292,30,22960,10,10,18,18,1,0,4,4,0
1293,35,40690,6,6,20,13,1,4,2,3,0
1294,55,74410,24,1,2,12,3,0,1,4,0
1295,38,24300,17,13,11,13,7,9,2,4,0
1296,34,58780,5,5,8,14,1,3,1,2,0
1297,56,26440,37,6,2,11,4,2,4,4,0
1298,23,64390,3,0,10,22,3,0,3,1,0
1299,51,24510,10,4,29,17,3,3,4,4,0
1300,30,63920,11,11,8,21,1,8,3,4,0
1301,46,97140,9,9,1,22,1,7,3,4,1
1302,40,60770,22,22,6,16,1,11,3,2,0
1303,51,24500,11,10,8,12,0,0,3,4,0
1304,30,92500,11,11,9,12,1,7,3,2,0
1305,46,20740,21,10,12,15,2,5,3,1,0
1306,32,101690,12,11,15,14,1,7,2,3,0
1307,54,48550,16,4,25,25,9,3,1,3,0
1308,24,40870,4,3,6,20,0,2,1,3,0
1309,28,23670,5,5,9,13,1,4,2,3,0
1310,58,29720,38,37,8,14,0,8,4,3,0
1311,44,195860,17,3,23,16,4,2,2,2,0
1312,37,54840,7,3,9,17,2,2,3,1,1
1313,32,20610,1,1,12,15,1,0,4,1,0
1314,20,99240,1,1,4,22,1,0,4,4,1
1315,34,41980,16,16,1,22,1,10,1,3,0
1316,37,68150,17,1,24,20,5,0,3,4,0
1317,59,47230,30,3,12,14,9,2,3,4,0
1318,50,61420,28,8,3,13,3,7,1,2,0
1319,25,82370,6,6,10,13,1,3,3,3,1
1320,25,88530,2,2,26,22,1,1,4,4,0
1321,22,193310,1,0,2,12,1,0,2,4,0
1322,51,20730,23,13,1,14,3,8,1,1,0
1323,34,55620,9,9,4,15,1,6,1,3,1
1324,54,196130,23,5,9,17,2,4,4,4,0
1325,24,34070,6,5,2,13,0,2,2,3,0
1326,34,50630,12,1,4,12,6,0,3,2,0
1327,37,46390,12,5,6,12,2,3,3,4,0
1328,34,48760,14,11,9,21,2,8,3,1,0
1329,36,26900,10,9,7,11,0,8,2,4,0
1330,36,175670,7,1,1,13,5,0,1,4,0
1331,43,24080,25,25,3,12,1,12,3,4,0
1332,30,28140,10,10,10,24,1,9,1,3,0
1333,33,112450,8,7,7,21,0,7,3,2,0
1334,56,33120,7,5,15,19,9,3,2,2,1
1335,51,190490,23,20,3,14,7,15,1,3,0
1336,31,21410,12,7,2,20,4,7,2,3,1
1337,26,57690,5,5,17,19,1,3,3,2,0
1338,58,43850,40,40,2,13,1,6,4,4,1
1339,19,53320,0,0,5,23,1,0,4,3,1
1340,22,46630,3,2,29,13,0,1,3,4,0
1341,49,47240,16,15,2,11,1,11,3,1,0
1342,43,32110,18,3,2,13,4,2,2,3,0
1343,50,53770,16,2,19,14,4,1,3,4,0
1344,31,40660,4,2,15,22,3,2,2,3,1
1345,41,52080,12,9,17,11,3,7,3,3,0
1346,26,48770,8,8,17,13,1,7,3,3,0
1347,36,31170,7,3,25,21,6,1,2,2,0
1348,51,15690,18,4,6,11,2,3,1,4,1
1349,39,196580,17,15,7,13,4,9,4,3,0
1350,25,30690,6,2,29,14,2,2,1,3,0
1351,30,104350,12,11,21,11,0,7,3,4,0
1352,32,41480,10,5,2,15,7,4,1,1,1
1353,45,57680,9,6,2,23,5,3,3,4,0
1354,38,50420,19,3,7,16,3,2,4,3,0
1355,30,57700,5,5,13,16,1,4,1,3,0
1356,32,77560,9,8,2,21,0,7,4,4,0
1357,30,103060,8,3,1,13,5,2,4,1,0
1358,30,39360,6,5,9,11,0,2,2,4,0
1359,41,79450,21,7,10,12,4,7,4,1,0
1360,41,57430,7,5,10,12,2,4,3,1,0
1361,19,152020,1,1,1,18,1,0,2,2,0
1362,40,54400,20,20,26,12,1,13,2,2,0
1363,35,37600,10,10,8,14,1,6,3,2,0
1364,53,35170,13,7,14,12,2,5,2,3,0
1365,45,25800,20,17,1,17,8,15,2,2,0
1366,32,21660,9,9,2,19,1,7,2,4,0
1367,29,58690,10,10,10,11,1,9,4,3,0
1368,51,80080,10,1,1,15,2,0,2,3,0
1369,58,52060,9,1,3,11,4,0,2,2,0
1370,40,52950,15,12,11,18,7,11,3,4,0
1371,34,164130,6,4,24,16,6,2,3,3,0
1372,22,132690,2,2,3,25,1,2,3,4,0
1373,27,27830,6,2,3,16,6,2,4,2,0
1374,28,54330,5,5,4,13,1,2,3,4,0
1375,57,20130,12,5,3,14,3,4,3,4,0
1376,27,139660,1,1,2,19,1,1,3,3,0
1377,50,43740,21,5,4,15,3,4,3,2,0
1378,41,68420,13,9,7,12,4,8,1,3,0
1379,30,174260,12,10,1,12,2,4,2,4,0
1380,38,176030,12,8,1,16,4,7,1,4,0
1381,32,45810,8,5,20,14,3,4,3,3,0
1382,27,47350,6,5,5,13,0,1,3,2,0
1383,19,41870,1,0,10,22,0,0,3,1,1
1384,36,55050,13,8,25,21,4,2,4,2,0
1385,30,54700,12,12,1,18,1,10,3,1,0
1386,45,54760,9,5,24,13,4,3,3,1,0
1387,56,25870,19,2,4,12,4,2,3,1,0
1388,33,24400,4,3,2,18,0,2,3,4,0
1389,19,159720,1,1,8,21,1,0,2,4,1
1390,46,153790,24,24,10,12,1,7,2,1,0
1391,38,70820,2,2,4,14,1,1,3,4,0
1392,31,27280,7,4,2,11,8,2,3,4,0
1393,34,53680,9,3,9,14,2,2,4,2,0
1394,41,53470,4,4,18,24,1,2,2,2,1
1395,50,31950,5,3,19,11,2,2,3,3,0
1396,53,39890,5,4,1,13,1,3,4,1,0
1397,33,33060,8,8,4,11,1,6,4,2,0
1398,40,70050,21,20,11,20,1,9,4,3,0
1399,55,26550,36,24,6,17,8,15,3,2,0
1400,34,13930,10,10,7,11,1,9,4,3,0
1401,51,25700,21,7,4,18,3,0,4,2,0
1402,52,35370,34,33,2,11,0,9,3,3,0
1403,27,39860,7,7,15,12,1,3,4,2,0
1404,35,108830,8,1,2,12,3,1,2,3,1
1405,43,20280,7,5,6,20,4,2,4,4,0
1406,45,95250,22,20,9,19,9,8,1,4,0
1407,37,29290,8,8,7,12,1,7,2,1,0
1408,35,22750,10,6,1,13,5,2,2,2,0
1409,42,78790,11,5,1,11,2,2,3,3,0
1410,38,49300,14,1,8,14,9,0,4,3,0
1411,38,78470,9,7,25,14,3,7,4,4,0
1412,27,44010,6,2,13,13,5,0,3,1,0
1413,49,92410,7,7,23,19,1,7,4,4,0
1414,34,29740,5,5,7,23,1,0,4,3,0
1415,40,45020,15,7,23,12,8,7,3,4,0
1416,38,107480,17,1,6,15,7,0,2,1,1
1417,29,15550,10,10,10,19,1,9,2,4,1
1418,22,129360,4,4,1,11,1,2,4,2,0
1419,36,23050,8,8,1,17,1,7,2,4,0
1420,40,167040,5,3,28,22,9,2,4,4,0
1421,46,34330,17,4,25,18,7,3,4,1,0
1422,32,34770,14,14,5,11,1,8,4,4,1
1423,30,64300,12,11,17,12,1,8,3,3,0
1424,27,65160,7,7,18,19,1,7,4,3,0
1425,51,39070,16,10,2,13,5,7,2,2,0
1426,30,55620,8,5,10,13,5,4,4,1,1
1427,41,68830,16,1,1,19,3,0,4,4,0
1428,30,28620,9,6,3,14,5,1,3,1,1
1429,29,49780,7,6,2,13,0,5,3,3,1
1430,45,103680,23,19,2,12,6,8,4,4,0
1431,54,61340,16,6,8,19,2,5,4,1,0
1432,36,67350,16,13,16,25,8,7,4,2,0
1433,33,32950,7,3,9,22,6,1,3,2,0
1434,37,52380,10,10,2,15,1,7,2,4,0
1435,38,64720,17,16,1,12,0,13,1,3,0
1436,31,96100,6,5,4,11,0,4,3,3,0
1437,59,198330,7,1,5,13,3,0,3,4,0
1438,37,97560,13,9,2,19,4,8,1,4,0
1439,29,49680,11,11,15,19,1,1,2,4,0
1440,35,21450,10,10,19,13,1,8,3,3,0
1441,29,21800,4,4,7,21,1,1,3,4,1
1442,52,83460,6,2,1,14,7,2,3,4,0
1443,42,34450,22,22,7,11,1,15,3,4,0
1444,59,27600,7,2,4,11,8,2,2,3,0
1445,50,62940,32,7,11,23,3,6,4,4,0
1446,33,71400,8,5,11,21,5,4,3,4,1
1447,43,29320,22,17,1,24,5,9,4,4,0
1448,33,51470,13,9,1,11,7,7,1,1,1
1449,52,45070,33,33,2,14,1,12,1,3,0
1450,32,85640,6,4,13,16,2,2,3,2,0
1451,32,24680,4,3,23,11,0,2,4,3,1
1452,39,81610,7,3,26,12,7,2,3,3,0
1453,32,21090,4,3,2,13,0,2,3,4,0
1454,41,52940,17,1,29,15,2,0,3,1,0
1455,40,27180,9,9,2,14,1,7,1,4,0
1456,45,58110,25,24,18,14,0,7,3,4,0
1457,31,24370,9,2,7,14,9,2,2,3,0
1458,33,27660,2,2,2,12,1,2,3,4,0
1459,34,190380,13,11,26,13,6,9,4,1,0
1460,37,30550,17,3,22,14,2,2,3,1,0
1461,45,22890,9,3,21,13,4,2,1,3,0
1462,37,40010,17,1,2,11,6,0,1,3,1
1463,39,129650,20,19,22,19,0,8,3,3,0
1464,29,35390,6,6,4,18,1,5,3,4,0
1465,42,60290,10,3,5,17,3,2,4,1,0
1466,29,26790,10,3,2,15,2,2,4,4,0
1467,25,37020,5,4,25,20,0,2,1,3,0
1468,42,23980,10,9,18,14,0,8,4,4,0
1469,40,54680,22,21,28,12,0,9,1,3,0
1470,51,131160,1,1,6,11,1,0,3,4,0
1471,31,41890,6,5,10,23,0,4,3,2,1
1472,32,193280,5,5,17,15,1,3,2,2,0
1473,38,83210,13,8,2,11,3,5,4,4,0
1474,32,23420,9,6,10,12,4,4,4,1,0
1475,46,40710,28,7,8,13,3,7,3,2,0
1476,28,58130,5,0,11,20,2,0,3,3,1
1477,29,31430,10,0,18,22,2,0,1,2,0
1478,31,20440,10,9,1,21,0,8,2,4,0
1479,25,134640,6,6,7,13,1,5,2,1,0
1480,45,79910,21,20,17,13,0,10,3,4,0
1481,36,33770,16,15,28,12,0,11,4,4,0
1482,55,55380,37,36,14,17,0,13,4,1,0
1483,47,57620,10,10,1,11,1,9,1,2,1
1484,28,25920,5,5,1,14,1,4,4,4,0
1485,37,53460,7,5,1,11,4,1,3,4,0
1486,21,42130,3,3,3,12,1,0,4,3,0
1487,37,41270,15,5,1,13,2,2,1,4,0
1488,35,24380,10,7,7,16,7,2,2,2,0
1489,38,68700,8,8,8,11,1,7,1,1,0
1490,26,104470,6,6,1,18,1,4,3,2,0
1491,50,96670,28,10,8,23,3,6,1,2,0
1492,53,21480,21,5,11,11,3,3,3,3,0
1493,42,89260,20,20,4,14,1,6,2,3,0
1494,29,65130,10,10,16,11,1,9,2,4,0
1495,55,67990,12,10,1,11,3,8,2,4,0
1496,26,162910,5,5,9,22,1,3,1,1,0
1497,37,27050,17,17,5,11,1,7,4,4,0
1498,44,103330,19,1,1,14,3,0,4,3,1
1499,38,44480,10,2,2,12,9,2,4,4,0
1500,26,68540,5,3,4,11,2,2,1,2,1
1501,28,96370,5,5,7,13,1,2,4,4,0
1502,49,35910,22,3,1,13,9,2,3,1,0
1503,36,54050,10,8,5,14,4,7,3,2,0
1504,31,46840,2,2,9,16,1,2,4,2,0
1505,26,157870,8,8,8,12,1,4,4,4,1
1506,37,15140,4,4,9,14,1,2,2,4,0
1507,42,29560,23,20,2,13,5,8,3,2,0
1508,18,23350,0,0,1,14,1,0,3,3,1
1509,35,51540,12,11,20,19,0,9,3,2,0
1510,36,69620,4,1,8,12,4,0,3,4,0
1511,51,56750,13,4,2,13,5,2,4,2,0
1512,41,23790,22,22,29,12,1,4,4,2,0
1513,18,38120,0,0,7,15,1,0,4,3,0
1514,28,46480,9,8,9,23,0,7,2,1,0
1515,31,29360,10,8,8,12,4,7,2,4,0
1516,39,21050,19,18,5,20,0,7,3,4,0
1517,36,85780,10,9,5,21,7,8,2,2,0
1518,32,27060,13,13,2,21,1,8,4,3,0
1519,38,63840,19,10,5,19,3,1,1,2,0
1520,58,39680,12,5,2,13,2,2,4,3,0
1521,31,99070,6,5,20,13,2,3,3,4,0
1522,31,132250,9,2,7,21,3,0,1,1,0
1523,45,35400,24,24,3,13,1,11,1,1,0
1524,31,28040,3,2,16,19,0,2,3,4,0
1525,33,193920,12,10,9,12,6,8,4,2,0
1526,39,196650,21,21,1,22,1,10,3,1,0
1527,43,24390,9,8,7,15,0,7,3,4,0
1528,49,73140,25,7,1,22,7,7,3,3,0
1529,52,47740,11,8,7,18,2,7,3,2,1
1530,27,39020,4,4,15,22,1,2,3,2,0
1531,32,26620,13,13,1,11,1,9,3,2,0
1532,27,28560,5,5,13,12,1,4,4,3,0
1533,31,10810,13,7,24,11,4,7,4,4,0
1534,32,24720,10,7,7,13,7,7,1,4,0
1535,28,56730,5,3,9,14,5,2,1,4,1
1536,30,41970,11,10,13,13,1,9,4,4,0
1537,31,97130,10,10,2,17,1,9,3,3,0
1538,39,20620,21,21,19,13,1,3,3,4,0
1539,39,42840,12,1,1,17,4,0,4,3,1
1540,33,47880,9,7,4,11,3,1,2,4,0
1541,47,59060,21,3,4,23,4,1,4,3,0
1542,43,38860,9,9,14,17,1,0,3,3,0
1543,27,168230,6,5,2,17,0,4,3,2,0
1544,54,29330,20,4,1,12,3,3,4,3,0
1545,43,65000,10,1,7,23,8,0,3,1,0
1546,45,171740,12,10,3,14,9,8,4,4,0
1547,40,50330,6,4,2,14,2,2,2,4,0
1548,29,23070,7,7,29,13,1,7,2,1,1
1549,29,25870,4,3,8,22,0,2,2,4,0
1550,30,55070,10,10,10,12,1,2,4,3,0
1551,27,43930,8,8,11,18,1,7,2,2,0
1552,37,133480,8,6,1,14,7,4,4,4,0
1553,38,65830,12,11,28,12,0,9,3,4,0
1554,31,81030,11,11,6,15,1,10,3,4,0
1555,29,39780,7,7,3,11,1,7,4,2,0
1556,35,25440,17,16,16,13,0,13,3,2,0
1557,23,53990,4,4,20,23,1,2,3,4,0
1558,41,54870,8,5,9,19,6,2,4,2,0
1559,47,68340,5,0,1,16,3,0,2,3,0
1560,42,10910,16,1,3,22,2,0,1,4,0
1561,29,57360,4,4,22,22,1,2,4,3,0
1562,42,22260,4,3,7,12,0,0,3,3,0
1563,32,57470,8,8,2,13,1,7,3,2,0
1564,48,98540,15,0,13,16,3,0,1,3,0
1565,37,54670,13,7,8,12,4,7,3,1,0
1566,30,53800,4,2,25,21,7,2,4,3,0
1567,26,51510,8,8,28,15,1,7,3,3,0
1568,42,21330,14,1,2,13,3,0,1,4,0
1569,21,178750,3,3,9,12,1,2,1,2,1
1570,36,24320,7,1,28,22,4,0,4,4,0
1571,36,47710,16,13,6,13,4,12,1,4,0
1572,57,191610,15,3,21,18,2,2,4,3,0
1573,40,50870,10,7,8,14,3,7,4,3,0
1574,21,28630,3,3,1,14,1,2,1,4,0
1575,33,55610,1,1,28,21,1,0,4,3,1
1576,37,21440,17,5,5,19,6,3,3,1,0
1577,46,30650,7,1,2,11,2,0,3,3,0
1578,41,28100,8,8,16,11,1,7,1,2,1
1579,50,98880,20,4,9,15,6,3,4,4,0
1580,40,86280,8,6,8,20,2,0,3,3,1
1581,31,28670,3,2,1,24,0,2,3,2,0
1582,21,53730,1,1,10,12,1,0,3,2,1
1583,29,66670,6,3,1,12,9,2,4,4,0
1584,35,50030,10,1,29,15,9,0,3,2,0
1585,27,23670,5,5,2,12,1,4,4,2,0
1586,28,28580,7,7,2,12,1,7,2,4,0
1587,49,52040,26,5,2,14,8,0,2,3,0
1588,51,41050,18,7,1,22,4,7,3,4,0
1589,36,96790,6,2,15,12,4,2,4,3,0
1590,34,56170,9,5,7,25,8,4,1,4,1
1591,55,104480,30,5,26,13,2,2,3,4,0
1592,24,28970,5,5,1,18,1,3,4,3,0
1593,30,59680,1,1,3,13,1,0,3,2,0
1594,26,75100,7,6,14,18,0,4,3,1,1
1595,22,29910,2,2,16,19,1,2,1,2,0
1596,36,196360,10,10,1,12,1,0,2,3,0
1597,30,11290,3,1,3,19,9,0,3,4,1
1598,37,133410,18,18,10,14,1,17,4,1,0
1599,40,43320,8,5,6,14,7,3,4,2,0
1600,42,110310,8,5,2,12,3,2,2,1,0
1601,37,44400,18,1,9,11,2,1,3,2,0
1602,43,46170,25,25,10,11,1,9,1,2,0
1603,40,26470,20,1,6,13,6,0,2,3,0
1604,54,63230,24,4,9,23,4,2,1,1,0
1605,34,56770,6,3,28,20,9,2,3,3,0
1606,31,21870,13,13,10,15,1,12,2,1,0
1607,43,37480,8,3,14,14,7,2,4,4,0
1608,43,39770,8,5,27,18,4,2,3,3,0
1609,25,86330,5,5,7,19,1,3,2,4,0
1610,37,20080,15,13,1,22,3,7,2,3,0
1611,31,44400,4,4,24,13,1,2,4,1,0
1612,39,30670,21,21,26,20,1,6,2,3,0
1613,56,53210,36,7,20,14,9,7,3,1,0
1614,30,54100,6,5,5,17,0,4,2,3,0
1615,41,27820,10,10,7,14,1,7,2,1,0
1616,28,119570,10,10,7,13,1,8,3,1,0
1617,25,26600,6,2,5,13,5,2,1,1,1
1618,52,33750,28,5,26,21,2,4,4,3,0
1619,45,50980,8,2,2,14,3,2,1,4,0
1620,52,48780,31,5,12,11,2,4,4,4,0
1621,42,28370,19,5,10,13,2,2,1,3,0
1622,30,24060,11,5,25,20,2,2,3,4,0
1623,60,22690,33,29,10,18,5,10,1,1,0
1624,46,41080,19,10,19,14,2,8,3,3,0
1625,42,132060,7,6,18,13,0,4,4,4,0
1626,24,104220,6,5,27,17,1,4,1,2,1
1627,34,137440,3,2,5,20,0,0,4,3,1
1628,38,49070,1,1,3,11,1,0,4,4,0
1629,40,34820,21,20,26,18,0,12,3,3,0
1630,26,24360,3,3,3,24,1,2,1,4,0
1631,30,23800,9,5,15,18,4,4,3,4,0
1632,29,194310,10,10,8,11,1,7,2,3,0
1633,29,17900,6,2,19,16,5,1,3,2,1
1634,19,76440,1,1,4,15,1,0,1,4,1
1635,30,51310,10,9,2,15,0,8,3,1,0
1636,57,63060,32,1,2,12,3,0,1,4,0
